user_id,followers,following,posts,likes_received,comments_received,mentions,shares,account_age_days,region,engagement_rate,degree_centrality,betweenness_centrality,influence_score
U08496,97926,384,1944,4055727,126468,4257,6670,3090,West,4787.31,0.212,0.315,17.4
U08497,301442,6264,180,3793558,182472,5102,38370,4895,East,1561.13,0.346,0.178,31.6
U08498,400109,9307,4073,3285785,108887,9867,12812,1776,West,957.29,0.289,0.099,35.8
U08499,137269,400,4569,4728659,162551,1531,32038,2123,East,4036.87,0.428,0.054,19.3
U08500,170162,7904,865,4321289,188018,8329,27712,2864,South,3091.96,0.713,0.286,31.9
U08501,140283,1152,3798,1374754,34760,675,46336,2961,Central,1103.87,0.212,0.209,18.3
U08502,74958,9821,3506,3120040,133129,2900,35792,888,North,5050.34,0.506,0.187,19.2
U08503,76515,7446,3526,2143380,51027,8371,38643,4193,West,3134.66,0.51,0.057,16.7
U08504,93418,9102,2301,1324374,16935,3768,24628,4974,North,1508.31,0.257,0.181,15.3
U08505,229052,8977,1600,4090785,47033,5875,26431,2608,South,1888.62,0.411,0.103,26.3
U08506,265401,3164,353,205590,28519,3914,7466,1911,North,4696.451453900709,0.271,0.254,29.1
U08507,8042,4165,174,641486,37824,8983,39159,2040,North,4696.451453900709,0.47,0.264,15.3
U08508,423098,6918,886,526601,1339,921,37603,336,North,126.05,0.426,0.123,40.6
U08509,337971,1757,2639,1010047,194089,9833,15413,352,South,585.99,0.751,0.205,42.8
U08510,35371,3072,705,2562228,88065,2340,6999,1890,Central,8488.5,0.297,0.078,10.1
U08511,421366,999,3432,4711573,33205,5935,39307,1083,South,1157.57,0.416,0.425,46.3
U08512,15288,8883,3098,4858841,68663,2615,38549,1499,West,34025.48,0.375,0.43,17.5
U08513,280285,2486,1722,4501011,149342,7959,39058,1677,West,1872.27,0.721,0.262,39.3
U08514,232610,4113,436,3797308,126417,7043,1498,920,Central,1904.21,0.352,0.215,27.6
U08515,251094,4530,2587,2299401,10202,1595,42760,2026,Central,936.06,0.272,0.14,25.8
U08516,478095,3765,4115,3877213,29571,2464,17993,211,North,841.9,0.295,0.055,40.5
U08517,463534,7781,1968,1340806,108761,6983,12119,3887,South,406.57,0.292,0.326,44.8
U08518,139540,9141,4033,3318935,193970,5025,26316,3480,West,3073.49,0.334,0.298,22.4
U08519,289852,5733,1431,41394,14169,5495,42450,859,West,38.72,0.279,0.319,32.3
U08520,479587,8369,400,4517440,172473,3664,40749,843,Central,1121.76,0.453,0.291,48.5
U08521,364441,1117,3249,4857951,12350,6763,8452,389,West,1349.93,0.19,0.152,32.4
U08522,443846,9664,4440,3677296,99084,9291,48821,948,East,940.12,0.565,0.353,49.4
U08523,217439,1167,4418,873676,46046,1047,38594,2951,South,507.68,0.458,0.261,29.6
U08524,141603,674,4795,1291817,84693,6934,46649,405,East,1211.32,0.774,0.163,28.7
U08525,255352,232,538,3698748,185120,9358,46495,70,North,1810.96,0.543,0.107,30.9
U08526,408483,2440,217,2497411,43158,2216,26271,2867,West,664.21,0.523,0.296,45.0
U08527,464410,8373,2847,2738000,127766,4174,1789,4656,North,727.12,0.852,0.166,52.9
U08528,342949,3015,4751,2021714,66647,5667,3618,2360,West,686.67,0.537,0.064,36.0
U08529,353277,7911,4989,4178732,130280,7757,31300,1302,West,1367.23,0.407,0.195,36.8
U08530,255935,4249,1397,826954,10977,6872,4551,4162,Central,344.55,0.276,0.362,30.7
U08531,159836,1048,1875,2208854,59531,9906,32979,4173,Central,1568.17,0.741,0.065,27.3
U08532,211486,4736,3323,1111885,191549,5570,5164,4184,West,978.61,0.248,0.29,25.6
U08533,248878,2331,4568,3459264,144723,8733,40757,1916,West,1680.69,0.222,0.072,23.3
U08534,407760,2921,874,1425783,187346,5199,13360,231,South,579.39,0.223,0.276,38.5
U08535,277697,5177,4878,1497249,136310,3117,5141,4994,West,784.59,0.3,0.209,29.6
U08536,396550,7906,4087,868218,37054,6742,17008,4479,East,265.66,0.459,0.128,39.5
U08537,13729,5872,340,4317889,92337,4019,45471,2521,East,34811.17,0.398,0.045,10.2
U08538,378480,2240,4209,1086541,175590,6577,27596,3930,West,519.05,0.555,0.105,39.7
U08539,253558,7177,3208,4343281,136521,6486,49689,4815,South,1982.14,0.232,0.048,23.4
U08540,499128,6968,4891,4581966,104043,737,12916,318,South,1022.22,0.276,0.26,45.7
U08541,235887,2378,1046,4820356,173427,5380,33605,2360,North,2411.1,0.481,0.193,30.0
U08542,239282,8519,4962,1716196,22719,134,9337,4312,South,764.7,0.257,0.148,24.9
U08543,63779,8433,237,3274460,192076,4103,21496,3579,Central,6639.76,0.178,0.323,14.6
U08544,403471,6040,379,4137583,25210,6570,18830,577,North,1056.74,0.144,0.127,33.7
U08545,350778,2968,2238,391599,199318,6533,31750,346,East,395.74,0.44,0.201,37.4
U08546,431246,3548,3289,321949,160905,1033,33664,1646,Central,261.21,0.436,0.025,39.4
U08547,46419,4399,834,1034653,97662,9095,2735,2241,Central,3280.83,0.427,0.173,15.3
U08548,105840,1887,1365,4909046,95261,7379,34770,644,Central,5088.15,0.693,0.065,22.6
U08549,438494,3066,1949,449469,6550,3094,37651,1375,South,109.97,0.51,0.208,45.1
U08550,21081,1352,627,3823958,63378,4496,19084,2576,South,19641.63,0.45,0.291,16.5
U08551,254126,1553,879,4194472,45835,1283,3498,3972,South,1740.72,0.72,0.364,39.5
U08552,202403,7444,743,4533580,141350,3626,21119,2848,East,2589.04,0.645,0.116,29.4
U08553,469715,1292,4770,2643657,39369,6757,16129,2676,West,604.73,0.304,0.357,46.1
U08554,428375,4696,4682,2629556,161186,8822,39621,3717,West,801.98,0.617,0.236,47.1
U08555,448361,4298,3142,3711873,60107,5895,6969,3210,West,894.9,0.805,0.347,54.4
U08556,144587,472,3418,3172689,170057,2827,14844,1153,East,2782.37,0.805,0.201,30.3
U08557,293774,8314,685,3933082,72100,9055,36302,1291,West,1461.52,0.645,0.23,38.1
U08558,350020,9838,252,1804095,150508,5443,47025,605,South,730.42,0.528,0.19,38.9
U08559,483735,6387,1884,4667838,133735,7426,29721,610,North,1103.19,0.508,0.331,50.7
U08560,3723,6716,4921,2160156,197910,7086,113,4152,Central,84578.57,0.741,0.311,22.2
U08561,488514,2334,2389,1240775,105137,3971,34960,3412,North,361.6,0.182,0.092,39.7
U08562,177714,8443,4039,3753714,70558,205,1564,3218,Central,2310.72,0.704,0.052,27.6
U08563,64180,7844,1849,3104478,129948,6333,3228,2228,East,5849.42,0.476,0.466,23.4
U08564,30777700,4387,1545,249843,5957,8919,33385,480,Central,90.85,0.265,0.038,27.6
U08565,390782,7061,4060,831774,194367,8623,18520,2102,East,461.54,0.214,0.17,35.0
U08566,64922,9554,2354,182756,135612,8598,1355,794,North,1325.9,0.109,0.233,11.4
U08567,20434,6032,3659,2879846,9814,3474,20308,4820,North,14332.84,0.563,0.414,21.1
U08568,448308,2003,3632,4374605,34503,9055,18968,2031,North,1014.28,0.834,0.334,54.8
U08569,466857,3311,3635,1612972,2879,138,30119,617,East,348.58,0.35,0.115,42.0
U08570,78179,1859,3380,550038,133424,3164,47199,1438,West,1556.87,0.279,0.295,17.0
U08571,452035,3321,4047,4256459,133101,6263,5116,3229,West,1088.84,0.692,0.036,46.2
U08572,454901,8904,2315,3605149,32581,3112,33288,2271,Central,828.32,0.473,0.306,47.4
U08573,498712,1905,1515,2725928,109250,259,32361,329,East,656.12,0.701,0.119,51.3
U08574,108233,8918,2561,997713,97933,1743,48843,1828,North,1374.22,0.255,0.261,17.9
U08575,289413,2858,1622,3360749,96549,9374,19734,3434,North,1328.03,0.581,0.345,38.8
U08576,497139,4995,216,1831044,123605,4281,8091,2669,North,4696.451453900709,0.813,0.538,61.8
U08577,451326,5288,1809,1225485,170665,1681,45295,2811,Central,460.6,0.24,0.198,40.4
U08578,302394,1266,2503,1467749,182895,6193,2507,3314,Central,787.79,0.386,0.094,30.8
U08579,98599,1848,2601,307350,31775,3742,22490,3642,North,472.84,0.378,0.123,16.9
U08580,42218,3059,1701,2451677,188802,3933,32677,2155,South,8043.03,0.6,0.333,21.7
U08581,129621,609,3627,3765408,114723,9462,5103,3761,South,3347.44,0.702,0.197,27.1
U08582,32685,7543,1425,4133307,36212,5427,14838,4530,West,13199.43,0.314,0.134,11.4
U08583,97672,5466,3237,3620360,186385,799,5170,686,North,4696.451453900709,0.95,0.244,30.8
U08584,37507,8461,1348,4377670,73959,9420,42278,3650,Central,12657.21,0.461,0.09,13.8
U08585,381127,8632,4933,4817973,89170,43,12714,1395,South,1381.12,0.336,0.195,37.3
U08586,294966,3483,3244,1110222,193427,6867,30168,567,Central,704.27,0.736,0.39,43.2
U08587,258967,8173,2784,2167454,115983,1036,11990,1284,West,1060.89,0.478,0.276,33.2
U08588,404799,621,2146,1688242,28605,2718,34691,4651,South,452.39,0.375,0.208,40.0
U08589,205437,4302,3779,3423756,13999,9860,39834,3051,North,1700.64,0.342,0.112,23.5
U08590,201511,6660,2129,4184584,164094,1686,2011,2308,East,2483.75,0.87,0.029,32.1
U08591,103502,4667,4016,4449624,69836,9717,36119,1314,North,4636.39,0.251,0.069,13.7
U08592,222445,7397,795,448175,19927,2926,33042,2678,West,246.27,0.675,0.388,36.8
U08593,87299,8587,4100,2574283,8279,3845,3833,2593,South,2996.19,0.288,0.181,15.5
U08594,294664,4245,4809,584484,189091,9373,13218,2055,Central,519.21,0.325,0.243,32.0
U08595,498729,2751,1212,1649331,114475,7428,42571,2227,North,445.47,0.434,0.294,49.5
U08596,266543,5835,1119,2397907,104808,2942,22172,3626,South,1096.23,0.543,0.043,30.4
U08597,149553,8686,4774,3099553,118094,7359,4806,2940,South,2467.35,0.121,0.115,15.2
U08598,344046,9873,2030,3950721,83749,4770,32095,172,West,1270.02,0.341,0.246,35.8
U08599,410012,8157,3476,4972759,190168,998,39281,1776,South,1444.73,0.656,0.394,49.7
U08600,235919,2457,951,1679880,120415,2521,21661,339,West,967.26,0.655,0.041,30.4
U08601,125200,2060,2137,2797319,127681,2351,5580,4626,South,2744.17,0.392,0.023,17.1
U08602,356944,5734,3515,347159,178706,4738,6520,1630,North,347.59,0.215,0.434,38.0
U08603,93675,4027,4474,557777,596,8889,18817,4826,Central,598.61,0.493,0.34,23.2
U08604,498655,6113,2180,4839337,63804,5691,24212,1271,North,1034.45,0.617,0.077,48.8
U08605,158940,9234,375,4691924,166646,1656,37546,1773,East,3476.23,0.486,0.259,26.1
U08606,175181,5495,2068,4694556,19251,6073,34064,2072,West,2734.76,0.731,0.403,35.0
U08607,363480,3561,3214,1307606,65931,5208,12681,4573,North,450.44,0.396,0.146,36.3
U08608,6157,8692,4375,3259507,32690,3874,34492,477,West,55585.53,0.186,0.329,11.3
U08609,101473,4397,4169,1145151,142854,2441,5666,3971,East,1832.41,0.331,0.336,20.5
U08610,62856,6054,3797,3409382,168759,7126,9210,3293,West,6766.43,0.45,0.076,15.0
U08611,195560,1361,826,2423167,52805,5576,39359,1153,North,1374.09,0.309,0.09,21.7
U08612,276779,5083,2599,4668476,137509,4295,45047,4221,Central,1935.12,0.346,0.33,32.9
U08613,89846,4268,2880,1868471,152044,1965,34548,2827,North,2925.74,0.642,0.116,21.5
U08614,172161,1238,2342,3219317,181104,1206,22816,2534,Central,2395.9,0.288,0.321,24.3
U08615,386110,2123,4615,3296202,185498,2157,44563,1906,South,1093.91,0.183,0.222,35.1
U08616,469994,7035,4799,3942062,91119,6201,17671,2109,North,935.68,0.612,0.126,47.7
U08617,7188,1814,1051,260265,15863,467,32077,4010,South,4723.61,0.579,0.41,20.3
U08618,313741,1329,4782,2317579,148888,716,34279,4850,East,975.97,0.243,0.057,28.0
U08619,12890,584,4232,2261228,108872,9901,3697,4472,North,21763.93,0.591,0.378,20.5
U08620,260201,275,3523,1140012,91853,2680,47951,1694,South,614.63,0.224,0.393,30.6
U08621,439741,4349,1907,4023642,108080,1130,31931,3123,South,1037.89,0.305,0.308,43.1
U08622,399029,4890,3800,4162660,128784,9646,12036,4992,North,1204.57,0.229,0.309,38.7
U08623,116398,6247,2930,407932,57287,4156,41125,3161,East,596.54,0.358,0.23,19.9
U08624,129332,5728,4495,3421909,65651,10,19053,41,North,2899.62,0.563,0.115,22.6
U08625,391767,5372,3556,4307786,68334,4175,4183,3614,South,1186.79,0.504,0.329,44.1
U08626,409878,9990,4821,1447810,98635,205,33783,2869,North,473.55,0.287,0.106,36.6
U08627,140488,2507,2096,3160712,135232,3036,6784,2490,North,2731.08,0.488,0.216,23.9
U08628,1580,7126,411,3116377,8413,9452,29847,211,East,199774.95,0.526,0.094,14.5
U08629,222255,805,2459,92858,58522,7939,33878,2369,Central,173.43,0.641,0.203,32.4
U08630,309857,8487,4986,4082419,145633,4180,7848,3957,South,1552.51,0.522,0.107,34.3
U08631,221904,3633,3275,3750880,6125,3376,39566,2829,West,1704.11,0.598,0.313,33.8
U08632,467381,3470,3515,1351726,159074,5837,22857,1367,North,459.39,0.463,0.223,46.4
U08633,406809,1360,3126,1570139,153837,6254,17657,4097,West,575.04,0.287,0.201,38.2
U08634,393940,5094,2963,3840760,63814,7589,5087,2257,West,1055.95,0.482,0.083,38.9
U08635,10193,4001,306,4008407,125038,5430,36763,3247,East,45454.16,0.693,0.175,18.5
U08636,426824,9742,2065,361716,98043,773,8217,101,South,199.6,0.704,0.089,45.7
U08637,377634,1788,432,1794681,50090,8640,8368,745,East,541.56,0.0,0.312,32.7
U08638,198507,4179,1681,3124744,29866,3357,13278,1026,West,1649.34,0.576,0.323,31.9
U08639,294795,9002,3599,635863,192308,8194,22200,727,West,541.87,0.351,0.132,30.3
U08640,412128,8074,4021,4994668,171894,8108,43954,2146,North,1420.46,0.53,0.164,42.7
U08641,453115,7647,1118,1045389,179685,2179,37398,2097,South,428.99,0.177,0.095,37.2
U08642,275438,5264,3272,4331873,28150,5147,36890,430,Central,1623.82,0.364,0.215,30.9
U08643,20720,8733,1132,322365,192875,7501,9949,3305,Central,6209.84,0.129,0.059,5.3
U08644,309289,2247,1003,4378290,125194,3576,32404,2430,Central,1617.98,0.363,0.314,35.2
U08645,340025,8098,4799,200290,102447,7925,17444,1973,West,209.55,0.572,0.121,37.7
U08646,29504,5808,3049,3401785,68391,5237,23696,1237,North,12688.49,0.539,0.392,20.8
U08647,408664,3506,987,1801672,47033,9191,31453,1927,South,498.41,0.879,0.578,57.8
U08648,100815,2188,705,2305935,65065,8966,8332,841,South,2609.96,0.347,0.096,15.9
U08649,445237,5221,247,543256,34765,9632,17299,4480,South,161.06,0.274,0.225,41.1
U08650,275504,40,2484,3386077,158006,2203,19765,2587,East,1515.8,0.727,0.059,35.0
U08651,161097,7150,506,3112030,189704,7369,43707,4345,North,2520.55,0.107,0.457,22.6
U08652,29447,2366,2917,1605961,193427,7516,48356,4284,West,8737.76,0.489,0.041,12.7
U08653,8981,3898,2168,2360761,178165,4499,47836,2394,East,36201.14,0.551,0.138,14.8
U08654,370736,1939,3178,2763842,26462,1683,26382,2007,North,781.19,0.0,0.358,33.1
U08655,188611,4659,1037,3439926,148187,2929,32114,3599,Central,2216.65,0.232,0.268,23.2
U08656,420036,3715,726,2698399,171571,5148,35810,1937,South,846.65,0.177,0.071,34.4
U08657,115300,1885,503,295114,102102,8646,39120,2276,East,698.71,0.617,0.427,29.0
U08658,460185,8887,477,2718651,111608,9159,33822,2066,East,712.04,0.322,0.071,40.1
U08659,470791,7596,361,1743006,76881,9155,45334,3027,South,451.88,0.398,0.178,44.5
U08660,50929,3884,1293,2059937,164492,9463,19152,298,South,5659.53,0.127,0.348,13.1
U08661,323485,585,4002,1853767,140689,975,35092,1394,East,790.52,0.288,0.126,30.9
U08662,469863,8453,3035,1764009,125820,9955,30535,3413,North,509.32,0.292,0.135,41.4
U08663,161580,6972,1251,1181120,1905,5543,38665,2502,West,736.87,0.406,0.133,22.1
U08664,33856,5560,4658,1651772,192098,995,46475,3470,West,7715.57,0.389,0.104,12.3
U08665,437746,6050,3805,3561738,104855,1291,4010,3223,East,933.42,0.744,0.165,48.8
U08666,237054,86,3895,1123654,191196,2551,42636,1682,Central,877.28,0.588,0.102,30.4
U08667,13585,4743,4492,3794807,135731,2515,41188,2225,East,32927.0,0.095,0.198,7.1
U08668,420133,1895,3728,2192736,104160,1110,43505,373,South,645.87,0.654,0.071,43.9
U08669,339446,6516,4783,3052642,150751,3831,13728,3804,West,1121.35,0.626,0.336,43.0
U08670,35202,9313,1651,588728,49328,5465,28949,2234,West,2373.0,0.464,0.039,12.5
U08671,12937400,5312,4280,1036507,90216,3111,3540,1358,West,1149.83,0.647,0.22,26.4
U08672,9164,6045,558,4507867,5026,6679,3044,2683,East,49459.87,0.691,0.115,17.3
U08673,477438,6677,1500,4155029,149027,7159,29473,93,West,1026.34,0.353,0.175,44.0
U08674,12522,9296,4459,348418,64806,3998,48545,2094,Central,5369.7,0.206,0.298,11.0
U08675,397937,391,666,4517234,19168,789,11339,4573,West,1159.24,0.563,0.255,44.2
U08676,255659,3108,2504,4187093,159262,3116,39513,1934,West,1949.23,0.287,0.493,33.5
U08677,291387,2690,1702,685340,46654,6137,3992,1824,West,315.25,0.503,0.072,31.9
U08678,405807,7168,502,1206242,44760,3921,3231,2266,Central,352.39,0.242,0.203,37.3
U08679,447487,4484,1179,888086,28922,5814,30478,1282,Central,230.78,0.645,0.159,47.4
U08680,63756,7722,2674,4266095,120689,8426,13946,1124,South,7637.66,0.298,0.098,12.5
U08681,8987,4729,3153,4268571,67967,7871,4927,2396,West,51272.87,0.408,0.191,13.1
U08682,62348,9757,3377,3601330,114124,6234,45746,3319,West,6691.29,0.395,0.213,16.6
U08683,341269,7672,657,1250911,68838,966,44361,1269,East,467.4,0.167,0.034,27.9
U08684,284295,191,1599,4604875,150654,7466,719,1083,East,4696.451453900709,0.666,0.253,38.3
U08685,41987,9884,520,4237013,74787,3326,48463,3674,Central,10981.59,0.707,0.326,23.7
U08686,117186,9522,46,4351164,158560,4152,916,2516,Central,4389.53,0.421,0.389,24.4
U08687,268642,443,1952,1799736,93164,6971,36909,1554,Central,843.33,0.298,0.214,29.1
U08688,365120,3921,3108,3505437,2978,8323,39195,4238,South,964.15,0.403,0.2,37.6
U08689,171735,9705,1854,3376891,87266,7116,14383,4958,South,2220.4,0.349,0.089,20.8
U08690,474820,8381,200,758394,49014,3012,6795,4244,North,211.34,0.445,0.111,44.4
U08691,496122,4688,1099,2913744,98094,4496,28127,1402,Central,686.16,0.388,0.083,44.2
U08692,383028,5451,2163,2745226,24947,3623,44295,4880,West,749.28,0.269,0.301,38.2
U08693,227159,306,1778,2923242,150519,4617,1569,1828,Central,1618.17,0.676,0.134,32.1
U08694,438593,5650,4123,1699140,124902,7564,42555,422,West,529.8,0.407,0.181,42.5
U08695,363962,6666,2989,3346170,28403,9649,31069,2705,South,958.39,0.836,0.181,45.8
U08696,259817,3600,4994,4428878,195665,3908,49337,4779,South,2081.15,0.471,0.199,31.6
U08697,221918,3074,877,3023157,70141,3262,13192,46,South,4696.451453900709,0.369,0.293,28.8
U08698,416168,8286,1851,4361142,41977,8832,32234,70,West,1098.36,0.394,0.383,44.7
U08699,278558,4492,436,3858101,27,1501,22751,50,East,1385.07,0.377,0.277,32.6
U08700,91492,2647,100,1570187,49338,3909,31729,4207,Central,1985.81,0.429,0.133,17.7
U08701,499906,3754,4619,3679735,5645,9528,8943,1191,West,741.73,0.495,0.285,50.6
U08702,34220,4927,2464,3358497,96600,8819,24890,2493,South,11225.55,0.226,0.173,10.5
U08703,347521,2602,3299,4718739,121284,8096,49327,435,Central,1532.32,0.246,0.444,38.1
U08704,327993,5606,1381,1691424,74004,8886,42202,4721,East,628.5,0.606,0.137,37.8
U08705,293104,8613,257,818779,175200,2370,10371,3807,South,578.22,0.553,0.084,33.3
U08706,26023,7427,4463,3390952,193212,581,2946,2861,South,16742.28,0.135,0.28,10.3
U08707,246323,2321,3292,3161203,61181,8572,20846,4362,West,1407.54,0.555,0.206,32.5
U08708,446246,4721,3557,3069355,127541,4918,11439,1044,North,830.72,0.618,0.214,47.9
U08709,119806,5441,2666,3699218,80379,2523,12730,2083,West,3423.1,0.5,0.19,22.2
U08710,345792,6806,2021,2554739,54755,4774,9119,4852,North,817.98,0.119,0.249,31.6
U08711,429383,7566,2111,150876,41975,8274,27079,2597,West,84.02,0.183,0.109,35.9
U08712,476102,4858,3810,4392030,104310,4919,4681,1543,West,1032.04,0.441,0.201,46.2
U08713,258093,3157,1136,1386815,28559,6285,45267,3075,East,592.66,0.826,0.236,39.3
U08714,156977,6596,1706,1230251,134480,5133,1522,4679,North,1212.05,0.342,0.203,21.9
U08715,349823,1266,1537,4070331,176819,4825,8169,501,East,1416.26,0.571,0.282,41.6
U08716,243104,6744,2608,3987333,73629,9527,28096,4973,Central,1791.6,0.321,0.285,29.2
U08717,313562,8964,4838,2527131,114424,9280,7040,2364,South,988.4,0.79,0.341,44.6
U08718,370858,7097,4613,3447538,195216,4240,25198,473,Central,4696.451453900709,0.458,0.078,36.7
U08719,355156,4342,2724,403622,140974,8093,3703,4798,North,312.11,0.207,0.095,30.9
U08720,121427,8234,1000,1406339,80781,7227,43498,2863,Central,1490.8,0.287,0.24,19.1
U08721,377910,5326,4702,1214462,176378,1299,29467,1063,South,554.72,0.271,0.386,39.6
U08722,270947,5411,1565,2108428,8488,8468,15180,939,West,793.83,0.473,0.19,32.2
U08723,465386,8522,1781,1785991,117678,7055,30103,447,South,510.19,0.311,0.417,47.1
U08724,329750,1940,4427,345070,50493,8562,27041,2660,West,181.21,0.351,0.433,38.8
U08725,445909,7799,1316,3442992,36056,7895,41069,1424,West,812.56,0.839,0.374,55.5
U08726,489405,6799,2309,2987883,103379,9346,36324,1607,East,4696.451453900709,0.333,0.146,43.8
U08727,497254,5295,4583,1896611,142663,5411,41798,2753,Central,524.87,0.485,0.337,51.3
U08728,372364,780,1589,4439454,147635,611,43185,4793,Central,1390.47,0.395,0.13,36.6
U08729,298667,7659,3121,1803909,149561,2760,5097,4346,North,854.36,0.44,0.071,31.1
U08730,59109,2197,186,589092,57728,1461,38459,552,Central,1484.91,0.583,0.288,21.6
U08731,193092,8955,4977,4240293,82789,2344,45526,1793,West,2410.36,0.01,0.089,15.5
U08732,237692,7923,2094,659992,22638,5724,9919,1128,East,325.29,0.48,0.025,26.7
U08733,390273,3642,3351,356635,123362,9741,41469,1743,North,4696.451453900709,0.375,0.405,42.9
U08734,294405,4356,2503,2372834,160776,7627,30512,4514,West,1079.02,0.485,0.074,31.8
U08735,219593,264,2169,2895444,96909,4367,32362,1735,South,1539.2,0.409,0.047,24.5
U08736,73354,4985,2031,1406150,62540,4903,35658,3246,North,2343.19,0.411,0.387,21.1
U08737,357916,588,88,4195743,66599,5188,17353,4209,North,1265.3,0.509,0.329,41.8
U08738,216011,9874,1387,1384644,130016,4106,44896,1387,North,941.95,0.34,0.24,26.7
U08739,18119,6404,1903,4818134,134483,5981,37279,2362,South,30301.04,0.843,0.037,19.2
U08740,142038,2359,1845,3193350,95254,9416,21929,4071,North,2583.53,0.258,0.021,15.5
U08741,439735,8039,1367,922768,49490,1006,31033,1676,Central,266.12,0.738,0.064,46.8
U08742,59457,205,3212,2051281,82113,3560,47700,3352,South,4140.48,0.202,0.229,12.8
U08743,203102,5497,4145,379539,65494,812,17652,909,East,348.1,0.397,0.123,24.6
U08744,256045,1122,4456,4223237,19599,8508,44661,4597,West,1687.68,0.512,0.277,33.7
U08745,41916,553,4861,3239597,81137,1981,662,654,North,8696.43,0.263,0.358,15.4
U08746,82858,2452,3248,2144530,169799,6532,39685,3456,South,3612.79,0.25,0.071,12.3
U08747,470138,2950,2055,3395249,122924,653,29623,4871,North,852.91,0.394,0.067,42.1
U08748,295289,7261,3230,3076377,26703,4769,35502,738,East,1087.03,0.629,0.176,36.8
U08749,105209,8909,661,2999229,170440,8984,28824,2447,Central,3660.71,0.466,0.209,20.9
U08750,84889,7760,4084,1989456,42681,9524,23936,4746,East,2594.96,0.829,0.228,27.1
U08751,212896,7401,2674,1757596,122983,1480,7728,388,East,1114.39,0.563,0.256,31.3
U08752,361811,5659,825,1280117,113532,6614,12144,1554,North,510.7,0.359,0.232,37.2
U08753,365210,3718,2129,3932732,145216,2265,45316,4534,Central,1275.65,0.0,0.233,30.2
U08754,97661,2557,1505,2356660,153254,7295,20333,693,East,3197.69,0.14,0.283,15.3
U08755,362827,9458,1747,2344290,58531,5373,7963,4771,East,726.78,0.397,0.058,34.5
U08756,448147,5222,252,3602402,155545,7982,6437,3739,East,977.38,0.137,0.127,36.7
U08757,113207,5647,80,2655022,117483,8962,14354,1208,East,2864.14,0.411,0.217,20.5
U08758,13153,159,1748,4764045,69939,3539,36585,1058,North,38875.93,0.495,0.141,14.0
U08759,479447,4585,1508,1203344,20770,490,18599,1600,East,272.65,0.391,0.048,42.3
U08760,261022,6821,4994,210834,113696,3172,21516,2662,East,298.56,0.396,0.06,27.4
U08761,388238,4956,1312,2106534,92654,2159,34148,4803,West,661.91,0.842,0.138,46.8
U08762,160086,6146,1646,2659134,94112,1245,30266,3969,East,1955.0,0.463,0.028,21.0
U08763,149619,8098,4576,4106090,137975,7173,4082,108,Central,3205.43,0.422,0.278,24.5
U08764,112577,227,4298,3179830,141774,9026,19566,2958,West,3454.23,0.251,0.012,13.2
U08765,108549,9044,284,4696335,35944,5191,35118,1641,North,4491.99,0.449,0.438,25.4
U08766,235827,8171,428,428602,59275,5327,35465,2664,Central,307.42,0.354,0.189,27.4
U08767,52936,4204,474,2686784,180419,5945,20723,2167,East,6779.53,0.81,0.15,23.0
U08768,421017,7636,2298,4145855,118802,8983,10723,2956,West,1125.81,0.564,0.058,41.9
U08769,255637,674,2862,2510795,83438,169,9147,3858,South,1145.36,0.734,0.133,35.2
U08770,457642,3089,1757,1379759,194508,5267,4500,1211,West,514.0,0.492,0.025,42.4
U08771,251119,1086,64,3842729,134228,8668,5604,1857,Central,1797.49,0.699,0.199,35.6
U08772,151659,6357,1007,4374559,169911,1621,48498,261,North,3444.62,0.25,0.395,23.6
U08773,257481,8563,3073,1295502,93978,5787,20616,1711,West,685.64,0.5,0.288,33.8
U08774,77164,6018,1862,2763034,32686,75,16029,4944,West,3792.48,0.276,0.093,12.8
U08775,412055,7118,617,4023660,146451,8343,22299,3655,South,1154.19,0.362,0.317,42.4
U08776,360084,1440,3256,760394,163298,6549,25871,3390,South,437.92,0.458,0.142,37.2
U08777,73618,9340,3066,54999,116860,9637,6865,4251,East,868.39,0.259,0.151,13.4
U08778,291020,1940,2451,3696104,86574,2999,45214,2859,East,1418.79,0.158,0.075,25.0
U08779,269020,5268,4700,3760913,24514,7321,24123,493,East,1443.56,0.647,0.224,36.3
U08780,100548,6835,4221,786142,49143,7692,28122,3301,Central,1026.22,0.114,0.103,11.4
U08781,61087,8567,198,2984878,184942,310,25121,738,Central,6399.93,0.788,0.354,27.2
U08782,380159,9336,4524,3601892,33685,7593,46876,999,Central,991.77,0.287,0.066,33.7
U08783,13205700,5991,248,4814421,132012,7115,49050,3309,East,4145.51,0.563,0.109,22.7
U08784,259489,5767,2409,4040991,132646,6141,6290,4622,West,1812.87,0.575,0.359,36.9
U08785,123893,4177,4508,1099419,94414,5634,35665,1592,North,1268.41,0.229,0.4,21.3
U08786,326714,5682,4908,2877645,199352,8002,8159,1521,North,1185.87,0.542,0.099,35.7
U08787,24541,6751,112,3665974,135320,1035,608,3352,West,17694.46,0.484,0.12,14.0
U08788,179701,6470,360,1355462,193340,3927,27603,1585,West,1292.23,0.576,0.216,28.4
U08789,273552,5927,1206,814086,52179,2704,23843,894,North,392.97,0.692,0.151,36.0
U08790,219576,4411,1381,2186688,148148,8453,24607,1175,West,1333.21,0.613,0.071,29.1
